ID,Source,Geolocation,Location,State,Sightning date,Post date,Abund,Size,Ecological relation/Other strandings,Human interaction/Accident,Age,Sex,Site,URL 1,URL 2,URL 3,URL 4,URL 5
182,SM,"Jenipabu, Rio Grande Do Norte, Brazil",,RN,,10/6/2019,,,,,,,,https://www.instagram.com/p/B3Ry2E-Fpzn/,,,,
183,SM,Piscinas Naturais TAIPÚ De Fora-Maraú-Ba,,BA,,10/6/2019,,,,touching/ holding the jellyfish,,M,,https://www.instagram.com/p/B3SDPsGHvXV/,,,,
184,SM,Praia Do Futuro Fortaleza Ceará Brazil,,CE,,10/10/2019,5,,,,,,,https://www.instagram.com/p/B3cTYmDgShN/,,,,
185,SM,"Guarajúba, Bahia, Brazil",,BA,,10/10/2019,,,,1 accident,,F,,https://www.instagram.com/p/B3clMPAA-z9/,,,,
186,SM,Paiva,,PE,10/13/2019 0:00,10/13/2019,,,,1 accident,,F,leg,https://www.instagram.com/p/Bo4eXPuh55k/,,,,
187,SM,Bessa Jp,,PB,,10/14/2019,,,,,,,,https://www.instagram.com/p/B3nHVpUp5TD/,,,,
188,SM,Praia do Paiva,Maracaipe,PE,,10/19/2019,,10 cm,,touching/ holding the jellyfish,,M,,https://www.instagram.com/p/B30VWzzgwp6/,,,,
189,SM,Maragogi - Alagoas - Caribe Brasileiro,,AL,10/26/2019 0:00,10/30/2019,,,,,,,,https://www.instagram.com/p/B4QcAnMokHD/,,,,
190,SM,Praia de Piedade,,PE,,10/25/2019,,,,,,,,https://www.instagram.com/p/B4DYyJbhZOO/,,,,
191,SM,Península Do Maraú - Bahia,,BA,11/1/2019 0:00,6/7/2021,,,,,,,,https://www.instagram.com/p/CP0WaGOlCH2/,,,,
192,SM,"Praia Dos Carneiros, Pernambuco, Brazil",,PE,,11/1/2019,,,,,,,,https://www.instagram.com/p/B4VXXHKgPvf/,,,,
193,SM,Praia Pôr Do Sol - Mucuri- Ba,,BA,,11/6/2019,,,,,,,,https://www.instagram.com/p/B4h4J35FFcD/,,,,
194,SM,ILHA DO MEL - Paraná - Brasil,,PR,,11/12/2019,,,,,,,,https://www.instagram.com/p/B4yN7d7H5LU/,,,,
195,SM,Praia Coroa Do Meio,aracaju,SE,,11/17/2019,,,,,,,,https://www.instagram.com/p/B4-nDW4hDBc/,,,,
196,SM,,"Praia da Poa, Penha, Santa Catarina",SC,,11/22/2019,praiacheia,,,,,,,https://www.instagram.com/p/B5Kjhx1nhvk/,,,,
197,SM,Praia Dos Ingleses - Ilha Da Magia,,SC,,11/25/2019,,,,,,,,https://www.instagram.com/p/B5TbHEtDfOM/,,,,
198,SM,Porto de Galinhas,,PE,,11/27/2019,,,,,,,,https://www.instagram.com/p/B5Xn4rkFBVq/,,,,
199,SM,,"Praia do Perequê, Porto Belo, SC",SC,,11/27/2019,8,,,,,,,https://www.instagram.com/p/B5XylPRlAXa/,,,,
200,SM,"Santinho, Santa Catarina",,SC,,11/30/2019,,,,,,,,https://www.instagram.com/p/B5gca43B72b/,,,,
201,SM,,Florianópolis,SC,,12/3/2019,,,,,,,,https://www.instagram.com/p/B5nj7DhgZT1/,,,,
202,SM,Marujá ilha do cardoso,Cananéia,SP,,12/4/2019,12,,,,,,,https://www.instagram.com/p/B5q2FBXgcJA/,,,,
203,SM,Trancoso - Bahia,,BA,,12/4/2019,,,,,,,,https://www.instagram.com/p/B5q3QnLnvmY/,,,,
204,SM,Recife - Praia de Boa Viagem,,PE,,12/23/2019,,,,,,,,https://www.instagram.com/p/Bs-XcpnAAQl/,,,,
205,SM,"Praia Dos Carneiros, Pernambuco, Brazil",,PE,,12/24/2019,,,,,,,,https://www.instagram.com/p/B6dzz_jJj-U/,,,,
206,SM,Matinhos - Paraná,,PR,,12/25/2019,,,,,,,,https://www.instagram.com/p/B6f9-JdlgSt/,,,,
207,SM,São Francisco do Sul,Praia do Forte,SC,,12/25/2019,,,,,,,,https://www.instagram.com/p/B6fgnleDwnJ/,,,,
208,SM,Florianopolis Campeche,,SC,12/26/2019 0:00,12/26/2019,,,,,,,,https://www.instagram.com/p/B6icswmpxMn/,,,,
209,SM,Praia das Conchas,,SP,12/26/2019 0:00,12/27/2019,algumas,,,,,,,https://www.instagram.com/p/B6k7PvQA8SK/,,,,
210,SM,Guarujá,,SP,,12/28/2019,,,,,,,,https://www.instagram.com/p/B6oU-Gflf_v/,,,,
211,SM,São Francisco do Sul,,SC,,12/28/2019,,,,,,,,https://www.instagram.com/p/B6nTThTHIho/,,,,
212,SM,"Canto Grande, Santa Catarina, Brazil",,SC,,12/29/2019,,,,,,,,https://www.instagram.com/p/B6qIr6jFrQM/,,,,
213,SM,Praia de Jurerê Internacional,,SC,12/31/2019 0:00,12/31/2019,,,,2 accidents,,,hand,https://www.instagram.com/p/B6vfKvqFFRc/,,,,
214,SM,Ilhabela,,SP,,12/30/2019,,,,,,,,https://www.instagram.com/p/B6s8MJzJU8Z/,,,,
215,SM,"Cidade Ocian, Praia Grande",,SP,1/1/2020 0:00,1/1/2020,algumas,,,,,,,https://www.instagram.com/p/B6zDRQ-g32U/,,,,
216,SM,,"Praia Grande, Baixada Santista",SP,12/28/2019 0:00,1/1/2020,,,,,,,,https://www.instagram.com/p/B6y2eZVFtF2/,,,,
217,SM,Praia de Pernambuco,Guarujá,SP,,1/1/2020,2,,,,,,,https://www.instagram.com/p/B6yqOQUF7L9/,,,,
218,SM,Praia de Lagoinha do Leste,,SC,1/3/2020 0:00,2/13/2020,,,,,,,,https://www.instagram.com/p/B7Q09b4nK-E/,,,,
219,SM,,"Cardoso, São Paulo",SP,,1/4/2020,,,,,,,,https://www.instagram.com/p/B66ykiSnRVv/,,,,
220,SM,Porto de Galinhas,,PE,,1/18/2020,,,,,,,,https://www.instagram.com/p/B7dFo-Dl82_/,,,,
221,SM,"Boqueirão Sul, Ilha Comprida, Sp.",,SP,,1/21/2020,,,,,,,,https://www.instagram.com/p/B7lLX_tA4W5/,,,,
222,SM,Ilha Comprida - Balneário Monte Carlo,,SP,,1/15/2020,,,,,,,,https://www.instagram.com/p/B7XAnH1pPIL/,,,,
223,SM,"Pântano Do Sul, Santa Catarina, Brazil",,SC,,1/16/2020,,,,,,,,https://www.instagram.com/p/B7ZtVx6l2_y/,,,,
224,SM,Praia Pôr Do Sol - Mucuri- Ba,,BA,,1/19/2020,,,,,,,,https://www.instagram.com/p/B7hcQQsFOGt/,,,,
225,SM,Ondina,,BA,1/21/2020 0:00,1/29/2020,,,,1 accident,4,M,hands,https://www.instagram.com/p/B77L9S_Fwrk/,,,,
226,SM,Taipu De Fora - Barra Grande,,BA,1/22/2020 0:00,1/22/2020,,10 cm,,,,,,https://www.instagram.com/p/B7oI6aYgjfx/,,,,
227,SM,Ilhabela,,SP,,1/22/2020,,,,,,,,https://www.instagram.com/p/B7ns607n7GO/,,,,
228,SM,Campeche - Floripa - SC,,SC,,1/24/2020,,,,,,,,https://www.instagram.com/p/B7tIvNJH5Up/,,,,
229,SM,"Praia de Itapirubá, Santa Catarina",,SC,,1/24/2020,,,,,,,,https://www.instagram.com/p/B7uKNoBJcfv/,,,,
230,SM,"Gonzaga, Santos - SP",,SP,,1/28/2020,,,,,,,,https://www.instagram.com/p/B73lAXKFvpn/,,,,
231,SM,,Tamandaré,PE,,1/28/2020,,,,,,,,https://www.instagram.com/p/B737QVsh982/,,,,
232,SM,Praia de Boa Viagem,,PE,,2/2/2020,,,,,,,,https://www.instagram.com/p/B8EyxH8H_pA/,,,,
233,SM,Balneário Piçarras,,SC,,2/2/2020,,,,,,,,https://www.instagram.com/p/B8FbHTMJx2q/,,,,
234,SM,"Siriú, Santa Catarina, Brazil",,SC,2/5/2020 0:00,2/5/2020,2,,,,,,,https://www.instagram.com/p/B8NHnURBbME/,,,,
235,SM,Praia De Leste,,PR,,2/5/2020,,,,,,,,https://www.instagram.com/p/B8M31aLFb53/,,,,
236,SM,,"praia de Ponta Negra, RN.",RN,2/5/2020 0:00,2/5/2020,2,,,,,,,https://www.instagram.com/p/B8NHnURBbME/,,,,
237,SM,Praia Do Istmo,Ilha do Mel,PR,,2/5/2020,,,,,,,,https://www.instagram.com/p/B8MQtWIF58G/,,,,
238,SM,,"Itanhaém, São Paulo",SP,,2/5/2020,,,,,,,,https://www.instagram.com/p/B676K9WgC12/,,,,
239,SM,"Pipa, Rio Grande Do Norte, Brazil",,RN,,2/6/2020,,,,,,,,https://www.instagram.com/p/B8PYb61puIJ/,,,,
240,SM,Praia de Sorocotuba,,SP,,2/7/2020,,,,,,,,https://www.instagram.com/p/B8SGY8HptRZ/,,,,
241,SM,Itapoá,,SC,,2/8/2020,,,,,,,,https://www.instagram.com/p/B8UnMhHhTSD/,,,,
242,SM,Praia da Galheta,Florianópolis,SC,,2/10/2020,,,,,,,,https://www.instagram.com/p/B8ZvYU8Aq1V/,,,,
243,SM,Praia da Ferrugem,,SC,,2/10/2020,,,,,,,,https://www.instagram.com/p/B8Z-U4QAlHI/,,,,
244,SM,,Navegantes,SC,,2/11/2020,,,,,,,,https://www.instagram.com/p/B8bg5-Ljnuy/,,,,
245,SM,Praia da Ferrugem,,SC,2/11/2020 0:00,2/11/2020,,10 cm,,,,,,https://www.instagram.com/p/B8cddcRnicw/,,,,
246,SM,Nova Tramandaí Beach,,RS,,2/13/2020,3,,,,,,,https://www.instagram.com/p/B8hWbtFhLUQ/,,,,
247,SM,,"Siriu, Garopaba",SC,2/11/2020 0:00,2/15/2020,10+,,,,,,,https://www.instagram.com/p/B8l_uyVgSvN/,,,,
248,SM,"Praia Do Santinho, Florianópolis - SC",,SC,,2/15/2020,praiascheias,,,2 accidents,,F,legs,https://www.instagram.com/p/B8l_uyVgSvN/,,,,
249,SM,Dunas De Marapé Jequia da Praia Alagoas Brasil,,AL,,2/15/2020,,,,,,,,https://www.instagram.com/p/B8miQzgpjN-/,,,,
250,SM,"4ta Praia Do Morro De São Paulo, Bahia, Brazil",,BA,,2/16/2020,,,Umbrella for small fishes (BLUE),,,,,https://www.instagram.com/p/B8pPzo4Bhq5/,,,,
251,SM,"Arraial D'ajuda, Bahia, Brasil",,BA,,2/21/2020,,,,,,,,https://www.instagram.com/p/B82bj47B8uH/,,,,
252,SM,,"Guarujá, São Paulo",SP,,2/21/2020,,,,,,,,https://www.instagram.com/p/B82BGIqHM7W/,,,,
253,SM,Campeche - Floripa - SC,,SC,,2/23/2020,,,,,,,,https://www.instagram.com/p/B87RrcfpwmR/,,,,
254,SM,Praia De Leste Pontal Do Parana,,PR,,2/28/2020,,,,,,,,https://www.instagram.com/p/B9H0BJEnCWZ/,,,,
255,SM,,Praia de Carneiros-PE,PE,3/1/2020 0:00,11/24/2021,,,,,,,,https://www.instagram.com/p/CWqSdQvrhgN/,,,,
256,SM,"Praia De Encantadas, Ilha Do Mel, Pr",,PR,,3/2/2020,,,,,,,,https://www.instagram.com/p/B9PqgYolaRn/,,,,
257,SM,Guarujá,,SP,,3/4/2020,aosmontes,,,,,,,https://www.instagram.com/p/B9UQeNLpSSA/,,,,
258,SM,"Boa Viagem, Pernambuco, Brazil",,PE,3/10/2020 0:00,3/10/2020,,20 cm,,,,,,https://www.instagram.com/p/B9jPD3KnGxy/,,,,
259,SM,,"Ilha do Mel, Paraná",PR,,3/20/2020,3,,,,,,,https://www.instagram.com/p/B9-YgDAJtG1/,,,,
260,SM,"Meia Praia, Santa Catarina, Brazil",Praia de Itapema,SC,,3/31/2020,,,,,,,,https://www.instagram.com/p/B-agApsApYj/,,,,
261,SM,Praia Mole - Florianópolis/SC,,SC,,4/13/2020,,,,,,,,https://www.instagram.com/p/B-6IP22Bj7c/,,,,
262,SM,,"Ilhéus, Bahia",BA,,4/20/2020,,,,,,,,https://www.instagram.com/p/B_OYLFmhahw/,,,,
263,SM,Praia De Carro Quebrado - Maceió,,AL,,5/7/2020,,,,,,,,https://www.instagram.com/p/B_52mtwgzA3/,,,,
264,SM,,"Salvador, Bahia",BA,6/2/2020 0:00,6/2/2020,cheio,,,,,,,https://www.instagram.com/p/CA8wXWqlGzY/,,,,
265,SM,Praia do Tombo - Guarujá - SP,,SP,,6/11/2020,,,,,,,,https://www.instagram.com/p/CBUVmapAiGx/,,,,
266,SM,"Caraíva, Bahia, Brazil",,BA,,6/20/2020,,,,,,,,https://www.instagram.com/p/CBqeyMMJxBb/,,,,
267,SM,Natal,,RN,,7/2/2020,,,,,,,,https://www.instagram.com/p/CCJMi_XFYal/,,,,
268,SM,"Cupe, Pernambuco, Brazil","Porto de Galinhas, Praia do Cupe",PE,,7/7/2020,6,,,,,,,https://www.instagram.com/p/CCVupdpAKpa/,,,,
269,SM,Porto de Galinhas,,PE,,7/9/2020,,,,,,,,https://www.instagram.com/p/CCbSnq6l4kV/,,,,
270,SM,Porto de Galinhas,,PE,,7/10/2020,10+,5 cm,,,,,,https://www.instagram.com/p/CCebLonn3Ix/,,,,
271,SM,,Tamandaré,PE,7/6/2020 0:00,7/10/2020,bastante,,,,,,,https://www.instagram.com/p/CCebLonn3Ix/,,,,
272,SM,,Maracaipe,PE,7/10/2020 0:00,7/10/2020,muitas,,,,,,,https://www.instagram.com/p/CCebLonn3Ix/,,,,
273,SM,Posto 7,,AL,,7/17/2020,,,,,,,,https://www.instagram.com/p/CCvYbYxpIz-/,,,,
274,SM,,Boa Viagem,PE,,7/19/2020,ummonte,,,1 accident,,M,,https://www.instagram.com/p/CC13JE8HYnK/,,,,
275,SM,Praia de Piedade,Praias da Piedade e Candeias,PE,19 e 20/07/2020,7/20/2020,1000+,3-5 cm,,,,,,https://www.instagram.com/p/CC332-iHz3i/,https://www.instagram.com/p/CC13JE8HYnK/,,,
276,SM,Praia de Boa Viagem,,PE,,7/20/2020,100+,,,,,,,https://www.instagram.com/p/CC4s3JUBaL-/,https://www.instagram.com/p/CC4ttNGhmGU/,,,
277,SM,,"Enseada dos Corais, Pernambuco",PE,7/6/2020 0:00,7/20/2020,algumas,,,,,,,https://www.instagram.com/p/CC332-iHz3i/,,,,
278,SM,Praia de Piedade,Jaboatão dos Guararapes,PE,,7/21/2020,10+,,,,,,,https://www.instagram.com/p/CC67KX9HJvH/,,,,
279,SM,,"Praias de Paulista até Itoju, Praia da Piedade, Praia de Itapuama, Jaboatao dos Guararapes",PE,,7/25/2020,muitas,,,,,,,https://www.instagram.com/p/CDDPNjUnR3b/,,,,
280,SM,Praia Merepe,Porto de Galinhas,PE,,7/27/2020,,,,,,,,https://www.instagram.com/p/CDJSJs5BKT1/,,,,
281,SM,,Brasilia Teimosa,PE,,7/28/2020,,,,,,,,https://www.instagram.com/p/CDL8Encg0XI/,,,,
282,SM,"Vilas Do Atlântico, Bahia",,BA,,8/2/2020,,,,,,,,https://www.instagram.com/p/CDZJuoJhmMs/,,,,
283,SM,Candeias Beach,,PE,8/3/2020 0:00,8/3/2020,3,,,,,,,https://www.instagram.com/p/CDcCjDVpGIP/,,,,
284,SM,Cinelândia Surf Point,,SE,,8/6/2020,,,,,,,,https://www.instagram.com/p/CDjay3KhgnN/,,,,
285,SM,Salvador,,BA,,8/7/2020,,,,,,,,https://www.instagram.com/p/CDlu3BUFLI8/,,,,
286,SM,"Caucaia, Ceara, Brazil",,CE,,8/11/2020,muitas,,,,,,,https://www.instagram.com/p/CDw_E4MM9HR/,,,,
287,SM,,Brasilia Teimosa,PE,,8/15/2020,,,,,,,,https://www.instagram.com/p/CD6QNGTBafw/,,,,
288,SM,,Cotovelo Beach,RN,8/16/2020 0:00,8/16/2020,2,,,,,,,https://www.instagram.com/p/CD9xkBUJ3sB/,,,,
289,SM,Aracaju,,SE,,8/16/2020,,,,,,,,https://www.instagram.com/p/CD8opruBhoO/,,,,
290,SM,Paiva,,PE,,8/23/2020,,,,,,,,https://www.instagram.com/p/CEO6hnMAPlR/,,,,
291,SM,Litorânea - São Luis-MA,,MA,8/24/2020 0:00,8/24/2020,1000+,,,,,,,https://www.instagram.com/p/CER-5uapnhf/,,,,
292,SM,Maragogi - Alagoas - Caribe Brasileiro,,AL,,8/25/2020,,,,,,,,https://www.instagram.com/p/CEUjCIhl2Ii/,,,,
293,SM,,"Praia de Genipabu, Rio Grande do Norte",RN,,8/29/2020,,,,,,,,https://www.instagram.com/p/CEd5rCBDjLa/,,,,
294,SM,Porto de Galinhas,,PE,,8/30/2020,,,,,,,,https://www.instagram.com/p/CEiXajsDx68/,,,,
295,SM,Belém,,PA,,8/31/2020,,,,,,,,https://www.instagram.com/p/CEkqFXsBBNQ/,,,,
296,SM,"São Luís, Maranhão, Brazil",,MA,9/12/2020 0:00,9/12/2020,,,,,,,,https://www.instagram.com/p/CFC8ESVJQF-/,https://www.instagram.com/p/CFC_k0mpr-h/,,,
297,SM,Vcgobuy com,,BA,,9/12/2020,,,,,,,,https://www.instagram.com/p/CFDOAG8FuZM/,,,,
298,SM,Maracaipe Turismo,,PE,,9/14/2020,,,,,,,,https://www.instagram.com/p/CFGoSYJBt_o/,,,,
299,SM,"Canoa Quebrada, Ceara, Brazil",,CE,9/24/2020 0:00,9/24/2020,,,,,,,,https://www.instagram.com/p/CFiHJnQBXcQ/,,,,
300,SM,Praia De Sibaúma,Tibau do Sul,RN,,10/3/2020,,,,,,,,https://www.instagram.com/p/CF5m8QHDolY/,,,,
301,SM,Praia De Coqueirinho João Pessoa. Pb,,PB,,10/4/2020,,,,,,,,https://www.instagram.com/p/CF8HNVAD80C/,,,,
302,SM,"Pirangi Do Sul, Rio Grande Do Norte, Brazil",,RN,,10/6/2020,praiacheia,,,,,,,https://www.instagram.com/p/CGAxdN4H9-w/,,,,
303,SM,,"Praia da Enseada, Guarujá, São Paulo",SP,11/9/2020 0:00,10/11/2020,1,,,,,,,https://www.instagram.com/p/CGNpZm9l8c-/,,,,
304,SM,Praia do Cerro Itajuba - Barra Velha,,SC,,10/11/2020,,,,,,,,https://www.instagram.com/p/CGOJE-BDLSf/,,,,
305,SM,Praia do Tombo,Guarujá,SP,,10/11/2020,,,,,,,,https://www.instagram.com/p/CGNpZm9l8c-/,,,,
306,SM,"Pipa, Rio Grande Do Norte, Brazil",,RN,,10/12/2020,,,,,,,,https://www.instagram.com/p/CGPkDPEJcZa/,https://www.instagram.com/p/CGP0XOIJh8L/,,,
307,SM,Peruíbe - São Paulo,,SP,,10/12/2020,,,,,,,,https://www.instagram.com/p/CGPq5iUDLIp/,,,,
308,SM,Praia De Itapuã - Salvador - Bahia,,BA,,10/15/2020,,,,,,,,https://www.instagram.com/p/CGYHSh-sbAW/,,,,
309,SM,Canto do Forte - Praia Grande - SP,,SP,10/16/2020 0:00,10/16/2020,4,,,,,,,https://www.instagram.com/p/CGafO6jA3oB/,,,,
310,SM,Pontal do Paraná,,PR,,10/16/2020,,,,,,,,https://www.instagram.com/p/CGY-aHQl3Cv/,,,,
311,SM,Taipu de Fora - Península de Maraú,,BA,10/17/2020 0:00,10/17/2020,,,,,,,,https://www.instagram.com/p/CGdFIHZDuEF/,,,,
312,SM,,"frente a Crocobeach, Praia do Futuro",CE,10/17/2020 0:00,10/19/2020,várias,,,,,,,https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
313,SM,,"Praia da Taíba, Ceará",CE,10/17/2020 0:00,10/19/2020,,,,1 accident,,M,legs,https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
314,SM,,"frente Orbita Blue, Fortaleza",CE,10/18/2020 0:00,10/19/2020,,,,1 accident,,M,"handle, thighs, ankle and feet",https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
315,SM,,"praia do Caça e Pesca, Fortaleza",CE,10/18/2020 0:00,10/19/2020,cheio,,,,,,,https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
316,SM,,"Santa Praia, Fortaleza",CE,10/18/2020 0:00,10/19/2020,1,,,1 accident,,F,"hands, legs, feet ",https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
317,SM,,Praia do Futuro,CE,,10/19/2020,muitas,,,1 accident,,M,,https://www.instagram.com/p/CGiiVZ6Ho6s/,,,,
318,SM,,Florianópolis,SC,,10/20/2020,,,,,,,,https://www.instagram.com/p/CGlIpBxBLU8/,,,,
319,SM,Praia do Abaís,,SE,,10/20/2020,,,,,,,,https://www.instagram.com/p/CGkHtS1BuMJ/,,,,
320,SM,Condominio Porto Santo,,BA,10/20/2020 0:00,10/20/2020,,,,,,,,https://www.instagram.com/p/CGkY5lOnELc/,,,,
321,SM,São Francisco do Sul,"Ubatuba, São Francisco do Sul - SC",SC,,10/22/2020,muitas,,,,,,,https://www.instagram.com/p/CGp3bGNjV15/,,,,
322,SM,,Ubatuba,SP,10/22/2020 0:00,10/22/2020,90+,,,,,,,https://www.instagram.com/p/CGp3bGNjV15/,,,,
323,SM,Guaratuba - Litoral Do Paraná,,PR,,10/23/2020,,,,,,,,https://www.instagram.com/p/CGr_G_NjL8z/,,,,
324,SM,,Barra do Sahy (Aracruz-ES),ES,10/23/2020 0:00,10/23/2020,,,,touching/ holding the jellyfish,,F,,https://www.instagram.com/p/CGsFJfCBYhC/,,,,
325,SM,Balneário Piçarras,,SC,,10/24/2020,,,,,,,,https://www.instagram.com/p/CGufsNiF_K7/,,,,
326,SM,Aracaju,,SE,,10/24/2020,,,,touching/ holding the jellyfish/ returning to the sea,,M,,https://www.instagram.com/p/CGvCwSQh2Rs/,,,,
327,SM,"Caiobá, Parana, Brazil",,PR,,10/24/2020,,,,,,,,https://www.instagram.com/p/CGvbQB_nsi4/,,,,
328,SM,,"Ingleses, Florianópolis",SC,,10/24/2020,,,,,,,,https://www.instagram.com/p/CGvgjVeBfCU/,,,,
329,SM,,Praia da Piedade,PE,10/24/2020 0:00,10/24/2020,,,,,,,,https://www.instagram.com/p/CGu-hR0DPHX/,,,,
330,SM,O̲R̲eserva do Paiva,,PE,,10/24/2020,,,,,,,,https://www.instagram.com/p/CGuyTnuLKz3/,,,,
331,SM,"Barra Grande, Península De Maraú, Ba",,BA,10/24/2020 0:00,10/24/2020,praiarepleta,,,,,,,https://www.instagram.com/p/CGvimE6gTvL/,,,,
332,SM,,"Ingleses, Florianópolis",SC,,10/25/2020,,,,,,,,https://www.instagram.com/p/CGxnjITBmM9/,https://www.instagram.com/p/CGxsLpjh55Q/,,,
333,SM,Praia da barra da lagoa,,SC,,10/26/2020,,,,,,,,https://www.instagram.com/p/CGyqQvhHiNg/,,,,
334,SM,Praia Do Mosqueiro,,SE,,10/26/2020,,,,,,,,https://www.instagram.com/p/CG0WI0ThquU/,,,,
335,SM,Praia Estância Santa Cruz - Itanhaem,,SP,,10/26/2020,,,,,,,,https://www.instagram.com/p/CG0v0xAh9mF/,,,,
336,SM,Praia de Itaguaçu,,SP,,10/26/2020,,,,,,,,https://www.instagram.com/p/CG0xdturQNw/,,,,
337,SM,Atami Beach,,PR,,10/27/2020,,,,,,,,https://www.instagram.com/p/CG2LfVGFajP/,,,,
338,SM,Praia Do Tiririca - Itacaré,,BA,,10/27/2020,,,,,,,,https://www.instagram.com/p/CG2t0BAnjYS/,,,,
339,SM,Costa do Sauípe,,BA,,10/28/2020,3,,,1 accident,,M,,https://www.instagram.com/p/CG4xO-oM8iN/,,,,
340,SM,Praia Coroa Do Meio,,SE,,10/29/2020,,,,1 accident,,F,arm,https://www.instagram.com/p/CG7JCogBwb_/,,,,
341,SM,Novo Campeche,Praia da Joaquina,SC,,10/30/2020,,,,,,,,https://www.instagram.com/p/CG-eLEpj9Nk/,,,,
342,SM,Campeche - Ilha da Magia,,SC,,10/31/2020,,,,,,,,https://www.instagram.com/p/CHBB9F9JS--/,,,,
343,SM,Perobas,"Praia de Perobas, Touros/RN",RN,11/1/2020 0:00,2/11/2022,,,,,,,,https://www.instagram.com/p/CZ2qDS7F3Zj/,,,,
344,SM,Florianópolis,,SC,,11/1/2020,,,,,,,,https://www.instagram.com/p/CHDhLgIgaqq/,,,,
345,SM,Aracaju,,SE,,11/1/2020,,,,touching/ holding the jellyfish/ 2 accidents,,F/M,belly/hand,https://www.instagram.com/p/CHD0NGRHXoZ/,,,,
346,SM,"Campeche, Santa Catarina, Brazil",,SC,,11/1/2020,,,,,,,,https://www.instagram.com/p/CHEhak0HstO/,,,,
347,SM,"Barra Velha, Litoral SC",Praia do Grant ,SC,11/1/2020 0:00,11/2/2020,,,,,,,,https://www.instagram.com/p/CHFzyqNFRhb/,,,,
348,SM,Praia De Pium -rio Grande Do Norte.,,RN,,11/2/2020,,,,,,,,https://www.instagram.com/p/CHG9-qkBUvT/,,,,
349,SM,Capão da Canoa - RS,,RS,11/4/2020 0:00,11/4/2020,praiatodinha,,Strandings of Vellela vellela,,,,,https://www.instagram.com/p/CHJ3mNPJyvs/,,,,
350,SM,Praia do Santinho,,SC,,11/4/2020,,,,,,,,https://www.instagram.com/p/CHJz3s0BQ7p/,,,,
351,SM,Iberostar Bahia,Mata de São João,BA,,11/4/2020,,,,,,,,https://www.instagram.com/p/CHK9Gr4Mmwd/,,,,
